# 50 Games: Lunar Lander
# Level 7: Spiral
# David Jones, Theo Chin

[PODS]
0=255.0,72.0
1=285.0,62.0
2=225.0,62.0
3=315.0,72.0

[PADS]
492.0,172.0,1
343.0,234.0,2
383.5,254.0,3
370.0,162.0,1

[WALLS]
0.0,92.0,86.0,87.0
86.0,87.0,207.0,87.0
207.0,87.0,209.0,96.0
209.0,96.0,185.0,110.0
185.0,110.0,173.0,164.0
173.0,164.0,171.0,207.0
171.0,207.0,178.0,255.0
178.0,255.0,219.0,288.0
219.0,288.0,268.0,310.0
268.0,310.0,340.0,316.0
340.0,316.0,439.0,305.0
439.0,305.0,489.0,267.0
489.0,267.0,484.0,211.0
484.0,211.0,458.0,183.0
458.0,183.0,466.0,172.0

517.0,172.0,522.0,166.0
522.0,166.0,516.0,143.0
516.0,143.0,496.0,121.0
496.0,121.0,411.0,113.0
411.0,113.0,342.0,117.0
342.0,117.0,281.0,141.0
281.0,141.0,264.0,161.0
264.0,161.0,258.0,201.0
258.0,201.0,289.0,223.0
289.0,223.0,316.0,234.0
316.0,234.0,327.0,234.0

358.0,234.0,375.0,254.0

391.0,254.0,401.0,242.0
401.0,242.0,400.0,211.0
400.0,211.0,383.0,189.0
383.0,189.0,340.0,178.0
340.0,178.0,318.0,179.0
318.0,179.0,315.0,171.0
315.0,171.0,344.0,162.0

395.0,162.0,420.0,200.0
420.0,200.0,416.0,256.0
416.0,256.0,391.0,271.0
391.0,271.0,326.0,266.0
326.0,266.0,260.0,246.0
260.0,246.0,266.0,236.0
266.0,236.0,237.0,207.0
237.0,207.0,233.0,178.0
233.0,178.0,258.0,128.0
258.0,128.0,300.0,112.0
300.0,112.0,326.0,94.0
326.0,94.0,419.0,83.0
419.0,83.0,501.0,93.0
501.0,93.0,640.0,87.0
