# 50 Games: Lunar Lander
# Level 1: This is Terrain
# David Jones, Theo Chin

[PODS]
0=94.0,63.0
1=154.0,53.0
2=84.0,113.0
3=144.0,103.0

[PADS]
107.5,276.0,1
343.5,122.0,0
466.5,184.0,1
555.5,276.0,2

[WALLS]
0.0,310.0,82.0,276.0

133.0,276.0,152.0,242.0
152.0,242.0,161.0,239.0
161.0,239.0,199.0,185.0
199.0,185.0,209.0,186.0
209.0,186.0,245.0,165.0
245.0,165.0,259.0,165.0
259.0,165.0,306.0,121.0

382.0,122.0,400.0,148.0
400.0,148.0,413.0,151.0
413.0,151.0,441.0,184.0

492.0,184.0,502.0,224.0
502.0,224.0,540.0,276.0

571.0,276.0,640.0,308.0
