# 50 Games: Lunar Lander
# Level 3: Pit
# David Jones, Theo Chin

[PODS]
0=253.0,54.0
1=350.0,53.0
2=213.0,84.0
3=383.0,84.0

[PADS]
221.0,228.0,1
280.5,323.0,0
373.0,307.0,2
376.0,219.0,2

[WALLS]
0.0,96.0,78.0,92.0
78.0,92.0,106.0,103.0
106.0,103.0,150.0,108.0
150.0,108.0,175.0,101.0
175.0,101.0,184.0,125.0
184.0,125.0,211.0,126.0
211.0,126.0,242.0,123.0
242.0,123.0,251.0,135.0
251.0,135.0,237.0,150.0
237.0,150.0,242.0,161.0
242.0,161.0,228.0,176.0
228.0,176.0,202.0,174.0
202.0,174.0,195.0,199.0
195.0,199.0,182.0,210.0
182.0,210.0,195.0,228.0

246.0,228.0,251.0,242.0
251.0,242.0,242.0,258.0
242.0,258.0,250.0,271.0
250.0,271.0,231.0,317.0
231.0,317.0,243.0,323.0

317.0,323.0,349.0,302.0
349.0,302.0,357.0,307.0

388.0,307.0,400.0,293.0
400.0,293.0,387.0,271.0
387.0,271.0,360.0,266.0
360.0,266.0,362.0,262.0
362.0,262.0,350.0,235.0
350.0,235.0,361.0,218.0

391.0,219.0,391.0,214.0
391.0,214.0,394.0,191.0
394.0,191.0,379.0,178.0
379.0,178.0,349.0,169.0
349.0,169.0,348.0,157.0
348.0,157.0,333.0,153.0
333.0,153.0,339.0,131.0
339.0,131.0,359.0,131.0
359.0,131.0,377.0,117.0
377.0,117.0,400.0,126.0
400.0,126.0,451.0,116.0
451.0,116.0,464.0,99.0
464.0,99.0,486.0,105.0
486.0,105.0,536.0,98.0
536.0,98.0,553.0,86.0
553.0,86.0,640.0,96.0
