# 50 Games: Lunar Lander
# Level 5: Annex
# David Jones, Theo Chin

[PODS]
0=504.0,63.0
1=534.0,132.0
2=474.0,93.0
3=549.0,103.0

[PADS]
103.0,308.0,2
158.0,288.0,2
258.0,285.0,1
333.0,309.0,1

[WALLS]
0.0,56.0,25.0,62.0
25.0,62.0,60.0,53.0
60.0,53.0,141.0,71.0
141.0,71.0,413.0,56.0
413.0,56.0,424.0,68.0
424.0,68.0,413.0,138.0
413.0,138.0,413.0,230.0
413.0,230.0,392.0,239.0
392.0,239.0,377.0,191.0
377.0,191.0,345.0,163.0
345.0,163.0,299.0,164.0
299.0,164.0,250.0,180.0
250.0,180.0,213.0,233.0
213.0,233.0,198.0,237.0
198.0,237.0,169.0,176.0
169.0,176.0,119.0,173.0
119.0,173.0,76.0,195.0
76.0,195.0,47.0,243.0
47.0,243.0,64.0,289.0
64.0,289.0,87.0,308.0

118.0,308.0,131.0,303.0
131.0,303.0,142.0,288.0

173.0,288.0,196.0,282.0
196.0,282.0,215.0,273.0
215.0,273.0,232.0,285.0

283.0,285.0,294.0,288.0
294.0,288.0,307.0,309.0

358.0,309.0,398.0,283.0
398.0,283.0,414.0,287.0
414.0,287.0,455.0,311.0
455.0,311.0,503.0,294.0
503.0,294.0,518.0,302.0
518.0,302.0,567.0,288.0
567.0,288.0,576.0,264.0
576.0,264.0,591.0,253.0
591.0,253.0,584.0,201.0
584.0,201.0,546.0,217.0
546.0,217.0,530.0,212.0
530.0,212.0,598.0,59.0
598.0,59.0,640.0,56.0
