# 50 Games: Lunar Lander
# Level 4: Thinning
# David Jones, Theo Chin

[PODS]
0=104.0,153.0
1=84.0,223.0
2=154.0,123.0
3=134.0,193.0

[PADS]
303.5,245.0,0
412.0,250.0,1
490.0,255.0,2
552.0,268.0,2

[WALLS]
0.0,37.0,60.0,35.0
60.0,35.0,72.0,83.0
72.0,83.0,61.0,141.0
61.0,141.0,38.0,176.0
38.0,176.0,46.0,224.0
46.0,224.0,64.0,268.0
64.0,268.0,125.0,293.0
125.0,293.0,211.0,258.0
211.0,258.0,232.0,267.0
232.0,267.0,265.0,245.0

336.0,245.0,371.0,237.0
371.0,237.0,386.0,250.0

437.0,250.0,462.0,227.0
462.0,227.0,474.0,255.0

505.0,255.0,518.0,252.0
518.0,252.0,536.0,268.0

568.0,268.0,578.0,246.0
578.0,246.0,591.0,236.0
591.0,236.0,586.0,181.0
586.0,181.0,530.0,189.0
530.0,189.0,498.0,171.0
498.0,171.0,461.0,166.0
461.0,166.0,446.0,139.0
446.0,139.0,409.0,135.0
409.0,135.0,391.0,113.0
391.0,113.0,332.0,100.0
332.0,100.0,321.0,68.0
321.0,68.0,223.0,76.0
223.0,76.0,201.0,62.0
201.0,62.0,154.0,54.0
154.0,54.0,146.0,38.0
146.0,38.0,226.0,44.0
226.0,44.0,311.0,31.0
311.0,31.0,368.0,46.0
368.0,46.0,498.0,35.0
498.0,35.0,640.0,37.0
